cur_jan_2022_93221473821_k9llvd00d
AccountId,ResourceId,RegionName,UsageDateTime,ServiceCode,CostType,Cost
93221473821,r-0807b7607a06cb897,eu-west-1,2022-01-01T00:00:00Z,es,RegularCost,0
93221473821,vol-05b9567b26ef5b1,us-east-1,2022-01-01T00:00:00Z,ec2,RegularCost,0
93221473821,i-0be52c7f83321af5b,ap-southeast-1,2022-01-01T00:00:00Z,rds,RegularCost,0
93221473821,i-0be52c7f83321af5b,ap-southeast-1,2022-01-01T17:00:00Z,rds,RegularCost,2.1
93221473821,arn:aws:logs:us-east-1:932213950603:log-group:/aws/lambda/scheduled-tasks-prod-metrics-processing-invoker,ap-southeast-1,2022-01-01T17:00:00Z,ec2,RegularCost,3.5
93221473821,vol-0613f01585d9be4,us-east-1,2022-01-02T01:00:00Z,rds,RegularCost,3.5
93221473821,r-0807b7607a06cb897,eu-west-1,2022-01-02T04:00:00Z,es,RegularCost,3.5
93221473821,i-0be52c7f83321af5b,ap-southeast-1,2022-01-02T05:00:00Z,rds,RegularCost,3.5
93221473821,i-0be52c7f83321af5b,ap-southeast-1,2022-01-02T06:00:00Z,rds,RegularCost,2.1
93221473821,vol-05b9567b26ef5b1,us-east-1,2022-01-02T19:00:00Z,ec2,RegularCost,1.75
93221473821,vol-05b9567b26ef5b1,us-east-1,2022-01-02T20:00:00Z,ec2,RegularCost,1.75
93221473821,vol-05b9567b26ef5b1,us-east-1,2022-01-02T21:00:00Z,ec2,RegularCost,3.5
93221473821,vol-0613f01585d9be4,us-east-1,2022-01-02T22:00:00Z,rds,RegularCost,2.1
93221473821,vol-0613f01585d9be4,us-east-1,2022-01-03T02:00:00Z,rds,RegularCost,2.1
93221473821,vol-0613f01585d9be4,us-east-1,2022-01-03T03:00:00Z,rds,RegularCost,2.1
93221473821,vol-0613f01585d9be4,us-east-1,2022-01-03T09:00:00Z,rds,RegularCost,3.5
93221473821,r-0807b7607a06cb897,eu-west-1,2022-01-03T12:00:00Z,es,RegularCost,2.1
