cur_jan_2022_77180873564_xi8ndskf
AccountId,ResourceId,RegionName,UsageDateTime,ServiceCode,CostType,Cost
77180873564,i-0e41d857ffa1731,us-east-1,2022-01-01T00:00:00Z,s3,RegularCost,0
77180873564,i-vol-0214451ad4555efv,us-east-1,2022-01-01T00:00:00Z,rds,RegularCost,12.096
77180873564,i-i-0e7a1dc0daaf298,us-east-1,2022-01-01T00:00:00Z,ec2,RegularCost,20.16
77180873564,i-i-0e7a1dc0daaf298,us-east-1,2022-01-01T17:00:00Z,ec2,RegularCost,20.16
77180873564,i-888h01585d9n8j,us-east-1,2022-01-01T17:00:00Z,rds,RegularCost,20.16
77180873564,vol-0280a9ec8c54bdck,us-east-1,2022-01-02T01:00:00Z,ec2,RegularCost,20.16
77180873564,i-0e41d857ffa1731,us-east-1,2022-01-02T04:00:00Z,s3,RegularCost,12.096
77180873564,i-i-0e7a1dc0daaf298,us-east-1,2022-01-02T05:00:00Z,ec2,RegularCost,10.08
77180873564,i-i-0e7a1dc0daaf298,us-east-1,2022-01-02T06:00:00Z,ec2,RegularCost,10.08
77180873564,i-vol-0214451ad4555efv,us-east-1,2022-01-02T19:00:00Z,rds,RegularCost,20.16
77180873564,i-vol-0214451ad4555efv,us-east-1,2022-01-02T20:00:00Z,rds,RegularCost,12.096
77180873564,i-vol-0214451ad4555efv,us-east-1,2022-01-02T21:00:00Z,rds,RegularCost,12.096
77180873564,vol-0280a9ec8c54bdck,us-east-1,2022-01-02T22:00:00Z,ec2,RegularCost,12.096
77180873564,vol-0280a9ec8c54bdck,us-east-1,2022-01-03T02:00:00Z,ec2,RegularCost,20.16
77180873564,vol-0280a9ec8c54bdck,us-east-1,2022-01-03T03:00:00Z,ec2,Credit,12.096
77180873564,vol-0280a9ec8c54bdck,us-east-1,2022-01-03T09:00:00Z,ec2,RegularCost,20.16
77180873564,i-0e41d857ffa1731,us-east-1,2022-01-03T12:00:00Z,s3,RegularCost,20.16
77180873564,vol-0280a9ec8c54bdck,us-east-1,2022-01-03T21:00:00Z,ec2,RegularCost,20.16
77180873564,i-0e41d857ffa1731,us-east-1,2022-01-03T23:00:00Z,s3,RegularCost,20.16
77180873564,vol-0280a9ec8c54bdck,us-east-1,2022-01-03T23:00:00Z,ec2,RegularCost,20.16
77180873564,vol-0280a9ec8c54bdck,us-east-1,2022-01-04T00:00:00Z,ec2,RegularCost,20.16
77180873564,i-0e41d857ffa1731,us-east-1,2022-01-04T00:00:00Z,s3,RegularCost,20.16
77180873564,vol-0280a9ec8c54bdck,us-east-1,2022-01-04T01:00:00Z,ec2,RegularCost,12.096
77180873564,vol-0280a9ec8c54bdck,us-east-1,2022-01-04T03:00:00Z,ec2,RegularCost,12.096
77180873564,i-vol-0214451ad4555efv,us-east-1,2022-01-04T06:00:00Z,rds,RegularCost,20.16
